,timestamps,response,length,service,ParameterID_Service01,S1_PID_05_EngineCoolantTemp,S1_PID_0B_IntakeManiAbsPress,S1_PID_0C_EngineRPM,S1_PID_0D_VehicleSpeed,S1_PID_11_ThrottlePosition,S1_PID_1F_TimeSinceEngStart
1265,2019-09-27 17:21:09.333849907,4,4,1,12,,,2295.0,,,
1266,2019-09-27 17:21:09.353849888,4,3,1,13,,,,34.0,,
1267,2019-09-27 17:21:09.389849900,4,3,1,17,,,,,16.07856,
1268,2019-09-27 17:21:09.433650017,4,4,1,31,,,,,,236.0
1269,2019-09-27 17:21:09.513799906,4,3,1,11,,31.0,,,,
1270,2019-09-27 17:21:09.533849955,4,4,1,12,,,2063.0,,,
1271,2019-09-27 17:21:09.553750038,4,3,1,13,,,,34.0,,
1272,2019-09-27 17:21:09.593650103,4,3,1,17,,,,,15.29424,
1273,2019-09-27 17:21:09.633650064,4,4,1,31,,,,,,236.0
1274,2019-09-27 17:21:09.713850020,4,3,1,11,,26.0,,,,
1275,2019-09-27 17:21:09.729350090,4,4,1,12,,,1803.0,,,
1276,2019-09-27 17:21:09.753649950,4,3,1,13,,,,34.0,,
1277,2019-09-27 17:21:09.793649912,4,3,1,17,,,,,14.902079999999998,
1278,2019-09-27 17:21:09.833699942,4,4,1,31,,,,,,236.0
1279,2019-09-27 17:21:09.913650036,4,3,1,11,,24.0,,,,
1280,2019-09-27 17:21:09.933850050,4,4,1,12,,,1550.0,,,
1281,2019-09-27 17:21:09.953700066,4,3,1,13,,,,33.0,,
1282,2019-09-27 17:21:09.993849993,4,3,1,17,,,,,14.50992,
1283,2019-09-27 17:21:10.033849955,4,4,1,31,,,,,,236.0
1284,2019-09-27 17:21:10.073699950,4,3,1,5,53.0,,,,,
1285,2019-09-27 17:21:10.113749980,4,3,1,11,,25.0,,,,
1286,2019-09-27 17:21:10.133899927,4,4,1,12,,,1296.0,,,
1287,2019-09-27 17:21:10.153700113,4,3,1,13,,,,33.0,,
1288,2019-09-27 17:21:10.193700075,4,3,1,17,,,,,12.15696,
1289,2019-09-27 17:21:10.233750105,4,4,1,31,,,,,,236.0
1290,2019-09-27 17:21:10.313699960,4,3,1,11,,22.0,,,,
1291,2019-09-27 17:21:10.333899975,4,4,1,12,,,1180.0,,,
1292,2019-09-27 17:21:10.353749990,4,3,1,13,,,,33.0,,
1293,2019-09-27 17:21:10.393699884,4,3,1,17,,,,,12.54912,
1294,2019-09-27 17:21:10.433749914,4,4,1,31,,,,,,237.0
1295,2019-09-27 17:21:10.513750076,4,3,1,11,,22.0,,,,
1296,2019-09-27 17:21:10.533900022,4,4,1,12,,,1079.0,,,
1297,2019-09-27 17:21:10.553750038,4,3,1,13,,,,32.0,,
1298,2019-09-27 17:21:10.593800068,4,3,1,17,,,,,13.33344,
1299,2019-09-27 17:21:10.633800030,4,4,1,31,,,,,,237.0
1300,2019-09-27 17:21:10.713850020,4,3,1,11,,24.0,,,,
1301,2019-09-27 17:21:10.733850002,4,4,1,12,,,966.0,,,
1302,2019-09-27 17:21:10.753900050,4,3,1,13,,,,32.0,,
1303,2019-09-27 17:21:10.793800116,4,3,1,17,,,,,12.94128,
1304,2019-09-27 17:21:10.834000000,4,4,1,31,,,,,,237.0
1305,2019-09-27 17:21:10.913800000,4,3,1,11,,28.0,,,,
1306,2019-09-27 17:21:10.933850050,4,4,1,12,,,887.0,,,
1307,2019-09-27 17:21:10.954050064,4,3,1,13,,,,31.0,,
1308,2019-09-27 17:21:10.993799925,4,3,1,17,,,,,15.29424,
1309,2019-09-27 17:21:11.033799887,4,4,1,31,,,,,,237.0
1310,2019-09-27 17:21:11.073849916,4,3,1,5,53.0,,,,,
1311,2019-09-27 17:21:11.113850117,4,3,1,11,,38.0,,,,
1312,2019-09-27 17:21:11.133949994,4,4,1,12,,,880.0,,,
1313,2019-09-27 17:21:11.153850079,4,3,1,13,,,,31.0,,
1314,2019-09-27 17:21:11.193850040,4,3,1,17,,,,,15.6864,
1315,2019-09-27 17:21:11.233850002,4,4,1,31,,,,,,237.0
1316,2019-09-27 17:21:11.313849926,4,3,1,11,,41.0,,,,
1317,2019-09-27 17:21:11.333950043,4,4,1,12,,,1332.0,,,
1318,2019-09-27 17:21:11.353849888,4,3,1,13,,,,30.0,,
1319,2019-09-27 17:21:11.394000053,4,3,1,17,,,,,16.07856,
1320,2019-09-27 17:21:11.433850050,4,4,1,31,,,,,,238.0
1321,2019-09-27 17:21:11.513799906,4,3,1,11,,35.0,,,,
1322,2019-09-27 17:21:11.533799887,4,4,1,12,,,1571.0,,,
1323,2019-09-27 17:21:11.553750038,4,3,1,13,,,,30.0,,
1324,2019-09-27 17:21:11.593800068,4,3,1,17,,,,,15.29424,
1325,2019-09-27 17:21:11.633850098,4,4,1,31,,,,,,238.0
1326,2019-09-27 17:21:11.709949970,4,3,1,11,,36.0,,,,
1327,2019-09-27 17:21:11.734050035,4,4,1,12,,,1520.0,,,
1328,2019-09-27 17:21:11.753900050,4,3,1,13,,,,29.0,,
1329,2019-09-27 17:21:11.793900013,4,3,1,17,,,,,16.07856,
1330,2019-09-27 17:21:11.833899975,4,4,1,31,,,,,,238.0
1331,2019-09-27 17:21:11.913899899,4,3,1,11,,39.0,,,,
1332,2019-09-27 17:21:11.933850050,4,4,1,12,,,1538.0,,,
1333,2019-09-27 17:21:11.953799963,4,3,1,13,,,,29.0,,
1334,2019-09-27 17:21:11.993799925,4,3,1,17,,,,,18.82368,
1335,2019-09-27 17:21:12.033950090,4,4,1,31,,,,,,238.0
1336,2019-09-27 17:21:12.073800087,4,3,1,5,54.0,,,,,
1337,2019-09-27 17:21:12.113850117,4,3,1,11,,55.0,,,,
1338,2019-09-27 17:21:12.134299994,4,4,1,12,,,1500.0,,,
1339,2019-09-27 17:21:12.153850079,4,3,1,13,,,,29.0,,
1340,2019-09-27 17:21:12.193850040,4,3,1,17,,,,,21.17664,
1341,2019-09-27 17:21:12.233999968,4,4,1,31,,,,,,238.0
1342,2019-09-27 17:21:12.313849926,4,3,1,11,,82.0,,,,
1343,2019-09-27 17:21:12.334000000,4,4,1,12,,,1501.0,,,
1344,2019-09-27 17:21:12.353849888,4,3,1,13,,,,28.0,,
1345,2019-09-27 17:21:12.393850088,4,3,1,17,,,,,23.5296,
1346,2019-09-27 17:21:12.433900118,4,4,1,31,,,,,,239.0
1347,2019-09-27 17:21:12.513849974,4,3,1,11,,87.0,,,,
1348,2019-09-27 17:21:12.533849955,4,4,1,12,,,1470.0,,,
1349,2019-09-27 17:21:12.553849936,4,3,1,13,,,,28.0,,
1350,2019-09-27 17:21:12.594449997,4,3,1,17,,,,,31.76496,
1351,2019-09-27 17:21:12.633949995,4,4,1,31,,,,,,239.0
1352,2019-09-27 17:21:12.713850020,4,3,1,11,,95.0,,,,
1353,2019-09-27 17:21:12.734149933,4,4,1,12,,,1467.0,,,
1354,2019-09-27 17:21:12.753950119,4,3,1,13,,,,28.0,,
1355,2019-09-27 17:21:12.793999900,4,3,1,17,,,,,45.0984,
1356,2019-09-27 17:21:12.834000000,4,4,1,31,,,,,,239.0
1357,2019-09-27 17:21:12.914000034,4,3,1,11,,97.0,,,,
1358,2019-09-27 17:21:12.933949947,4,4,1,12,,,1494.0,,,
1359,2019-09-27 17:21:12.953999996,4,3,1,13,,,,28.0,,
1360,2019-09-27 17:21:12.993999958,4,3,1,17,,,,,55.686719999999994,
1361,2019-09-27 17:21:13.033900023,4,4,1,31,,,,,,239.0
1362,2019-09-27 17:21:13.074049950,4,3,1,5,54.0,,,,,
1363,2019-09-27 17:21:13.114000082,4,3,1,11,,98.0,,,,
1364,2019-09-27 17:21:13.134000063,4,4,1,12,,,1510.0,,,
1365,2019-09-27 17:21:13.154000044,4,3,1,13,,,,29.0,,
1366,2019-09-27 17:21:13.193949938,4,3,1,17,,,,,60.00048,
1367,2019-09-27 17:21:13.233999968,4,4,1,31,,,,,,239.0
1368,2019-09-27 17:21:13.313899994,4,3,1,11,,98.0,,,,
1369,2019-09-27 17:21:13.334100008,4,4,1,12,,,1540.0,,,
1370,2019-09-27 17:21:13.353899956,4,3,1,13,,,,29.0,,
1371,2019-09-27 17:21:13.394000053,4,3,1,17,,,,,65.09855999999999,
1372,2019-09-27 17:21:13.434149980,4,4,1,31,,,,,,240.0
1373,2019-09-27 17:21:13.513900040,4,3,1,11,,98.0,,,,
1374,2019-09-27 17:21:13.534100056,4,4,1,12,,,1543.0,,,
1375,2019-09-27 17:21:13.553900003,4,3,1,13,,,,30.0,,
1376,2019-09-27 17:21:13.593950033,4,3,1,17,,,,,62.35344,
1377,2019-09-27 17:21:13.634049892,4,4,1,31,,,,,,240.0
1378,2019-09-27 17:21:13.713949919,4,3,1,11,,98.0,,,,
1379,2019-09-27 17:21:13.734149933,4,4,1,12,,,1567.0,,,
1380,2019-09-27 17:21:13.754300117,4,3,1,13,,,,30.0,,
1381,2019-09-27 17:21:13.793900013,4,3,1,17,,,,,61.56912,
1382,2019-09-27 17:21:13.829600096,4,4,1,31,,,,,,240.0
1383,2019-09-27 17:21:13.913949966,4,3,1,11,,98.0,,,,
1384,2019-09-27 17:21:13.934149980,4,4,1,12,,,1604.0,,,
1385,2019-09-27 17:21:13.954250097,4,3,1,13,,,,31.0,,
1386,2019-09-27 17:21:13.993949890,4,3,1,17,,,,,61.56912,
1387,2019-09-27 17:21:14.033950090,4,4,1,31,,,,,,240.0
1388,2019-09-27 17:21:14.073950052,4,3,1,5,54.0,,,,,
1389,2019-09-27 17:21:14.114000082,4,3,1,11,,98.0,,,,
1390,2019-09-27 17:21:14.134150028,4,4,1,12,,,1637.0,,,
1391,2019-09-27 17:21:14.154000044,4,3,1,13,,,,31.0,,
1392,2019-09-27 17:21:14.193949938,4,3,1,17,,,,,61.96128,
1393,2019-09-27 17:21:14.234100103,4,4,1,31,,,,,,240.0
1394,2019-09-27 17:21:14.314199924,4,3,1,11,,98.0,,,,
1395,2019-09-27 17:21:14.334100008,4,4,1,12,,,1659.0,,,
1396,2019-09-27 17:21:14.353950024,4,3,1,13,,,,32.0,,
1397,2019-09-27 17:21:14.394000053,4,3,1,17,,,,,62.35344,
1398,2019-09-27 17:21:14.434099913,4,4,1,31,,,,,,241.0
1399,2019-09-27 17:21:14.513999938,4,3,1,11,,98.0,,,,
1400,2019-09-27 17:21:14.533999919,4,4,1,12,,,1690.0,,,
1401,2019-09-27 17:21:14.553999900,4,3,1,13,,,,32.0,,
1402,2019-09-27 17:21:14.594000000,4,3,1,17,,,,,62.7456,
1403,2019-09-27 17:21:14.634150028,4,4,1,31,,,,,,241.0
1404,2019-09-27 17:21:14.714149952,4,3,1,11,,98.0,,,,
1405,2019-09-27 17:21:14.734200000,4,4,1,12,,,1708.0,,,
1406,2019-09-27 17:21:14.753999949,4,3,1,13,,,,33.0,,
1407,2019-09-27 17:21:14.793999900,4,3,1,17,,,,,62.7456,
1408,2019-09-27 17:21:14.834000000,4,4,1,31,,,,,,241.0
1409,2019-09-27 17:21:14.914200068,4,3,1,11,,98.0,,,,
1410,2019-09-27 17:21:14.934099913,4,4,1,12,,,1738.0,,,
1411,2019-09-27 17:21:14.953999996,4,3,1,13,,,,33.0,,
1412,2019-09-27 17:21:14.993999958,4,3,1,17,,,,,63.13776,
1413,2019-09-27 17:21:15.034049988,4,4,1,31,,,,,,241.0
1414,2019-09-27 17:21:15.074049950,4,3,1,5,54.0,,,,,
1415,2019-09-27 17:21:15.114049900,4,3,1,11,,98.0,,,,
1416,2019-09-27 17:21:15.134249926,4,4,1,12,,,1766.0,,,
1417,2019-09-27 17:21:15.154050112,4,3,1,13,,,,34.0,,
1418,2019-09-27 17:21:15.194200039,4,3,1,17,,,,,63.52992,
1419,2019-09-27 17:21:15.234200000,4,4,1,31,,,,,,241.0
1420,2019-09-27 17:21:15.314349890,4,3,1,11,,98.0,,,,
1421,2019-09-27 17:21:15.334300040,4,4,1,12,,,1800.0,,,
1422,2019-09-27 17:21:15.354049920,4,3,1,13,,,,34.0,,
1423,2019-09-27 17:21:15.394049883,4,3,1,17,,,,,63.52992,
1424,2019-09-27 17:21:15.434099913,4,4,1,31,,,,,,242.0
1425,2019-09-27 17:21:15.514050007,4,3,1,11,,98.0,,,,
1426,2019-09-27 17:21:15.535350083,4,4,1,12,,,1839.0,,,
1427,2019-09-27 17:21:15.554049969,4,3,1,13,,,,35.0,,
1428,2019-09-27 17:21:15.594249964,4,3,1,17,,,,,64.31424,
1429,2019-09-27 17:21:15.634049892,4,4,1,31,,,,,,242.0
1430,2019-09-27 17:21:15.714050055,4,3,1,11,,98.0,,,,
1431,2019-09-27 17:21:15.734050035,4,4,1,12,,,1861.0,,,
1432,2019-09-27 17:21:15.754050016,4,3,1,13,,,,36.0,,
1433,2019-09-27 17:21:15.795150042,4,3,1,17,,,,,64.31424,
1434,2019-09-27 17:21:15.834100008,4,4,1,31,,,,,,242.0
1435,2019-09-27 17:21:15.914050102,4,3,1,11,,98.0,,,,
1436,2019-09-27 17:21:15.934099913,4,4,1,12,,,1877.0,,,
1437,2019-09-27 17:21:15.954149960,4,3,1,13,,,,36.0,,
1438,2019-09-27 17:21:15.994199990,4,3,1,17,,,,,64.31424,
1439,2019-09-27 17:21:16.034100056,4,4,1,31,,,,,,242.0
1440,2019-09-27 17:21:16.074100018,4,3,1,5,54.0,,,,,
1441,2019-09-27 17:21:16.114249945,4,3,1,11,,98.0,,,,
1442,2019-09-27 17:21:16.134449959,4,4,1,12,,,1903.0,,,
1443,2019-09-27 17:21:16.154099940,4,3,1,13,,,,37.0,,
1444,2019-09-27 17:21:16.194099903,4,3,1,17,,,,,64.7064,
1445,2019-09-27 17:21:16.234100103,4,4,1,31,,,,,,242.0
1446,2019-09-27 17:21:16.314300060,4,3,1,11,,98.0,,,,
1447,2019-09-27 17:21:16.334199905,4,4,1,12,,,1926.0,,,
1448,2019-09-27 17:21:16.354150057,4,3,1,13,,,,37.0,,
1449,2019-09-27 17:21:16.394200087,4,3,1,17,,,,,65.09855999999999,
1450,2019-09-27 17:21:16.434200048,4,4,1,31,,,,,,243.0
1451,2019-09-27 17:21:16.514149904,4,3,1,11,,98.0,,,,
1452,2019-09-27 17:21:16.534250020,4,4,1,12,,,1954.0,,,
1453,2019-09-27 17:21:16.554100037,4,3,1,13,,,,38.0,,
1454,2019-09-27 17:21:16.594099998,4,3,1,17,,,,,70.98096,
1455,2019-09-27 17:21:16.629849900,4,4,1,31,,,,,,243.0
1456,2019-09-27 17:21:16.714099884,4,3,1,11,,98.0,,,,
1457,2019-09-27 17:21:16.734250069,4,4,1,12,,,1982.0,,,
1458,2019-09-27 17:21:16.754100084,4,3,1,13,,,,38.0,,
1459,2019-09-27 17:21:16.794150114,4,3,1,17,,,,,68.628,
1460,2019-09-27 17:21:16.834399939,4,4,1,31,,,,,,243.0
1461,2019-09-27 17:21:16.914099932,4,3,1,11,,98.0,,,,
1462,2019-09-27 17:21:16.934149980,4,4,1,12,,,2005.0,,,
1463,2019-09-27 17:21:16.954149960,4,3,1,13,,,,39.0,,
1464,2019-09-27 17:21:16.994149923,4,3,1,17,,,,,59.216159999999995,
1465,2019-09-27 17:21:17.034199953,4,4,1,31,,,,,,243.0
1466,2019-09-27 17:21:17.070349932,4,3,1,5,54.0,,,,,
1467,2019-09-27 17:21:17.114300013,4,3,1,11,,97.0,,,,
1468,2019-09-27 17:21:17.134200095,4,4,1,12,,,2034.0,,,
1469,2019-09-27 17:21:17.154150009,4,3,1,13,,,,39.0,,
1470,2019-09-27 17:21:17.194200039,4,3,1,17,,,,,55.29456,
1471,2019-09-27 17:21:17.234149933,4,4,1,31,,,,,,243.0
1472,2019-09-27 17:21:17.314249992,4,3,1,11,,97.0,,,,
1473,2019-09-27 17:21:17.334300040,4,4,1,12,,,2054.0,,,
1474,2019-09-27 17:21:17.354199886,4,3,1,13,,,,40.0,,
1475,2019-09-27 17:21:17.394150019,4,3,1,17,,,,,53.33376,
1476,2019-09-27 17:21:17.434449900,4,4,1,31,,,,,,244.0
1477,2019-09-27 17:21:17.514199972,4,3,1,11,,97.0,,,,
1478,2019-09-27 17:21:17.534199953,4,4,1,12,,,2099.0,,,
1479,2019-09-27 17:21:17.554450035,4,3,1,13,,,,40.0,,
1480,2019-09-27 17:21:17.594799995,4,3,1,17,,,,,51.76512,
1481,2019-09-27 17:21:17.634249926,4,4,1,31,,,,,,244.0
1482,2019-09-27 17:21:17.714200020,4,3,1,11,,97.0,,,,
1483,2019-09-27 17:21:17.734200000,4,4,1,12,,,2113.0,,,
1484,2019-09-27 17:21:17.754199982,4,3,1,13,,,,41.0,,
1485,2019-09-27 17:21:17.794199944,4,3,1,17,,,,,51.76512,
1486,2019-09-27 17:21:17.834199905,4,4,1,31,,,,,,244.0
1487,2019-09-27 17:21:17.914200068,4,3,1,11,,97.0,,,,
1488,2019-09-27 17:21:17.934350014,4,4,1,12,,,2128.0,,,
1489,2019-09-27 17:21:17.954400063,4,3,1,13,,,,41.0,,
1490,2019-09-27 17:21:17.994299889,4,3,1,17,,,,,52.15728,
1491,2019-09-27 17:21:18.034250020,4,4,1,31,,,,,,244.0
1492,2019-09-27 17:21:18.074249983,4,3,1,5,55.0,,,,,
1493,2019-09-27 17:21:18.114249945,4,3,1,11,,97.0,,,,
1494,2019-09-27 17:21:18.134449959,4,4,1,12,,,2143.0,,,
1495,2019-09-27 17:21:18.154649973,4,3,1,13,,,,41.0,,
1496,2019-09-27 17:21:18.194250107,4,3,1,17,,,,,53.33376,
1497,2019-09-27 17:21:18.234349966,4,4,1,31,,,,,,244.0
1498,2019-09-27 17:21:18.314249992,4,3,1,11,,97.0,,,,
1499,2019-09-27 17:21:18.334450006,4,4,1,12,,,2176.0,,,
1500,2019-09-27 17:21:18.354249954,4,3,1,13,,,,42.0,,
1501,2019-09-27 17:21:18.394350052,4,3,1,17,,,,,55.686719999999994,
1502,2019-09-27 17:21:18.434350014,4,4,1,31,,,,,,245.0
1503,2019-09-27 17:21:18.514250039,4,3,1,11,,97.0,,,,
1504,2019-09-27 17:21:18.534349918,4,4,1,12,,,2199.0,,,
1505,2019-09-27 17:21:18.554250002,4,3,1,13,,,,42.0,,
1506,2019-09-27 17:21:18.594500065,4,3,1,17,,,,,60.39264,
1507,2019-09-27 17:21:18.634350060,4,4,1,31,,,,,,245.0
1508,2019-09-27 17:21:18.714250088,4,3,1,11,,98.0,,,,
1509,2019-09-27 17:21:18.734299898,4,4,1,12,,,2215.0,,,
1510,2019-09-27 17:21:18.754250050,4,3,1,13,,,,43.0,,
1511,2019-09-27 17:21:18.794300079,4,3,1,17,,,,,64.31424,
1512,2019-09-27 17:21:18.834700108,4,4,1,31,,,,,,245.0
1513,2019-09-27 17:21:18.914299965,4,3,1,11,,98.0,,,,
1514,2019-09-27 17:21:18.934499979,4,4,1,12,,,2246.0,,,
1515,2019-09-27 17:21:18.954299927,4,3,1,13,,,,43.0,,
1516,2019-09-27 17:21:18.994349957,4,3,1,17,,,,,82.74576,
1517,2019-09-27 17:21:19.034349918,4,4,1,31,,,,,,245.0
1518,2019-09-27 17:21:19.074300050,4,3,1,5,55.0,,,,,
1519,2019-09-27 17:21:19.114300013,4,3,1,11,,98.0,,,,
1520,2019-09-27 17:21:19.134500027,4,4,1,12,,,2261.0,,,
1521,2019-09-27 17:21:19.154400000,4,3,1,13,,,,44.0,,
1522,2019-09-27 17:21:19.194299936,4,3,1,17,,,,,82.74576,
1523,2019-09-27 17:21:19.234499930,4,4,1,31,,,,,,245.0
1524,2019-09-27 17:21:19.314450026,4,3,1,11,,98.0,,,,
1525,2019-09-27 17:21:19.334300040,4,4,1,12,,,2291.0,,,
1526,2019-09-27 17:21:19.354399920,4,3,1,13,,,,44.0,,
1527,2019-09-27 17:21:19.394299984,4,3,1,17,,,,,81.96144,
1528,2019-09-27 17:21:19.434550047,4,4,1,31,,,,,,246.0
1529,2019-09-27 17:21:19.514400005,4,3,1,11,,98.0,,,,
1530,2019-09-27 17:21:19.534349918,4,4,1,12,,,2312.0,,,
1531,2019-09-27 17:21:19.554699898,4,3,1,13,,,,45.0,,
1532,2019-09-27 17:21:19.594350000,4,3,1,17,,,,,82.74576,
1533,2019-09-27 17:21:19.634599924,4,4,1,31,,,,,,246.0
1534,2019-09-27 17:21:19.710150003,4,3,1,11,,98.0,,,,
1535,2019-09-27 17:21:19.734600067,4,4,1,12,,,2343.0,,,
1536,2019-09-27 17:21:19.754349947,4,3,1,13,,,,45.0,,
1537,2019-09-27 17:21:19.794450045,4,3,1,17,,,,,59.60831999999999,
1538,2019-09-27 17:21:19.830300093,4,4,1,31,,,,,,246.0
1539,2019-09-27 17:21:19.914449930,4,3,1,11,,94.0,,,,
1540,2019-09-27 17:21:19.934649944,4,4,1,12,,,2350.0,,,
1541,2019-09-27 17:21:19.954349995,4,3,1,13,,,,45.0,,
1542,2019-09-27 17:21:19.994549990,4,3,1,17,,,,,38.43168,
1543,2019-09-27 17:21:20.034800053,4,4,1,31,,,,,,246.0
1544,2019-09-27 17:21:20.074399948,4,3,1,5,56.0,,,,,
1545,2019-09-27 17:21:20.114599943,4,3,1,11,,91.0,,,,
1546,2019-09-27 17:21:20.134749889,4,4,1,12,,,2350.0,,,
1547,2019-09-27 17:21:20.154400000,4,3,1,13,,,,46.0,,
1548,2019-09-27 17:21:20.194400072,4,3,1,17,,,,,31.3728,
1549,2019-09-27 17:21:20.234400034,4,4,1,31,,,,,,246.0
1550,2019-09-27 17:21:20.314399958,4,3,1,11,,80.0,,,,
1551,2019-09-27 17:21:20.334650040,4,4,1,12,,,2361.0,,,
1552,2019-09-27 17:21:20.354549885,4,3,1,13,,,,46.0,,
1553,2019-09-27 17:21:20.394550085,4,3,1,17,,,,,25.09824,
1554,2019-09-27 17:21:20.434400082,4,4,1,31,,,,,,247.0
1555,2019-09-27 17:21:20.514450073,4,3,1,11,,70.0,,,,
1556,2019-09-27 17:21:20.534499884,4,4,1,12,,,2359.0,,,
1557,2019-09-27 17:21:20.554650068,4,3,1,13,,,,46.0,,
1558,2019-09-27 17:21:20.594799995,4,3,1,17,,,,,24.70608,
1559,2019-09-27 17:21:20.634500027,4,4,1,31,,,,,,247.0
1560,2019-09-27 17:21:20.714499950,4,3,1,11,,73.0,,,,
1561,2019-09-27 17:21:20.734499930,4,4,1,12,,,2350.0,,,
1562,2019-09-27 17:21:20.754549980,4,3,1,13,,,,46.0,,
1563,2019-09-27 17:21:20.794549942,4,3,1,17,,,,,24.70608,
1564,2019-09-27 17:21:20.834599972,4,4,1,31,,,,,,247.0
1565,2019-09-27 17:21:20.914599895,4,3,1,11,,74.0,,,,
1566,2019-09-27 17:21:20.935400009,4,4,1,12,,,2350.0,,,
1567,2019-09-27 17:21:20.954550028,4,3,1,13,,,,46.0,,
1568,2019-09-27 17:21:20.994499922,4,3,1,17,,,,,24.31392,
1569,2019-09-27 17:21:21.034549952,4,4,1,31,,,,,,247.0
1570,2019-09-27 17:21:21.074599980,4,3,1,5,56.0,,,,,
1571,2019-09-27 17:21:21.114550114,4,3,1,11,,74.0,,,,
1572,2019-09-27 17:21:21.134700060,4,4,1,12,,,2339.0,,,
1573,2019-09-27 17:21:21.154550076,4,3,1,13,,,,45.0,,
1574,2019-09-27 17:21:21.194600105,4,3,1,17,,,,,25.09824,
1575,2019-09-27 17:21:21.234600067,4,4,1,31,,,,,,247.0
1576,2019-09-27 17:21:21.314599990,4,3,1,11,,77.0,,,,
1577,2019-09-27 17:21:21.334650040,4,4,1,12,,,2327.0,,,
1578,2019-09-27 17:21:21.354549885,4,3,1,13,,,,45.0,,
1579,2019-09-27 17:21:21.394550085,4,3,1,17,,,,,25.88256,
1580,2019-09-27 17:21:21.434799900,4,4,1,31,,,,,,248.0
1581,2019-09-27 17:21:21.514450073,4,3,1,11,,79.0,,,,
1582,2019-09-27 17:21:21.534749985,4,4,1,12,,,2332.0,,,
1583,2019-09-27 17:21:21.554450035,4,3,1,13,,,,45.0,,
1584,2019-09-27 17:21:21.594449997,4,3,1,17,,,,,26.66688,
1585,2019-09-27 17:21:21.634599924,4,4,1,31,,,,,,248.0
1586,2019-09-27 17:21:21.714550018,4,3,1,11,,80.0,,,,
1587,2019-09-27 17:21:21.734649897,4,4,1,12,,,2327.0,,,
1588,2019-09-27 17:21:21.754499912,4,3,1,13,,,,45.0,,
1589,2019-09-27 17:21:21.794549942,4,3,1,17,,,,,27.843359999999997,
1590,2019-09-27 17:21:21.834549904,4,4,1,31,,,,,,248.0
1591,2019-09-27 17:21:21.914700030,4,3,1,11,,82.0,,,,
1592,2019-09-27 17:21:21.934649944,4,4,1,12,,,2324.0,,,
1593,2019-09-27 17:21:21.954600096,4,3,1,13,,,,45.0,,
1594,2019-09-27 17:21:21.994499922,4,3,1,17,,,,,29.01984,
1595,2019-09-27 17:21:22.034600019,4,4,1,31,,,,,,248.0
1596,2019-09-27 17:21:22.074599980,4,3,1,5,56.0,,,,,
1597,2019-09-27 17:21:22.114500046,4,3,1,11,,84.0,,,,
1598,2019-09-27 17:21:22.135799885,4,4,1,12,,,2328.0,,,
1599,2019-09-27 17:21:22.154500008,4,3,1,13,,,,45.0,,
1600,2019-09-27 17:21:22.194600105,4,3,1,17,,,,,29.804159999999996,
1601,2019-09-27 17:21:22.234699965,4,4,1,31,,,,,,248.0
1602,2019-09-27 17:21:22.314500093,4,3,1,11,,84.0,,,,
1603,2019-09-27 17:21:22.334650040,4,4,1,12,,,2329.0,,,
1604,2019-09-27 17:21:22.354500055,4,3,1,13,,,,45.0,,
1605,2019-09-27 17:21:22.394599915,4,3,1,17,,,,,30.19632,
1606,2019-09-27 17:21:22.434550047,4,4,1,31,,,,,,249.0
1607,2019-09-27 17:21:22.514549970,4,3,1,11,,85.0,,,,
1608,2019-09-27 17:21:22.530649900,4,4,1,12,,,2327.0,,,
1609,2019-09-27 17:21:22.554549932,4,3,1,13,,,,45.0,,
1610,2019-09-27 17:21:22.594549894,4,3,1,17,,,,,30.58848,
1611,2019-09-27 17:21:22.634649992,4,4,1,31,,,,,,249.0
1612,2019-09-27 17:21:22.714550018,4,3,1,11,,85.0,,,,
1613,2019-09-27 17:21:22.734750032,4,4,1,12,,,2341.0,,,
1614,2019-09-27 17:21:22.754549980,4,3,1,13,,,,45.0,,
1615,2019-09-27 17:21:22.794600000,4,3,1,17,,,,,30.58848,
1616,2019-09-27 17:21:22.834599972,4,4,1,31,,,,,,249.0
1617,2019-09-27 17:21:22.914750099,4,3,1,11,,85.0,,,,
1618,2019-09-27 17:21:22.934750080,4,4,1,12,,,2343.0,,,
1619,2019-09-27 17:21:22.954550028,4,3,1,13,,,,45.0,,
1620,2019-09-27 17:21:22.994549990,4,3,1,17,,,,,30.98064,
1621,2019-09-27 17:21:23.034699917,4,4,1,31,,,,,,249.0
1622,2019-09-27 17:21:23.074700117,4,3,1,5,57.0,,,,,
1623,2019-09-27 17:21:23.114700079,4,3,1,11,,85.0,,,,
1624,2019-09-27 17:21:23.134599924,4,4,1,12,,,2350.0,,,
1625,2019-09-27 17:21:23.154550076,4,3,1,13,,,,45.0,,
1626,2019-09-27 17:21:23.194649935,4,3,1,17,,,,,31.76496,
1627,2019-09-27 17:21:23.234750032,4,4,1,31,,,,,,249.0
1628,2019-09-27 17:21:23.314899920,4,3,1,11,,86.0,,,,
1629,2019-09-27 17:21:23.334599972,4,4,1,12,,,2355.0,,,
1630,2019-09-27 17:21:23.354700089,4,3,1,13,,,,46.0,,
1631,2019-09-27 17:21:23.394799948,4,3,1,17,,,,,31.76496,
1632,2019-09-27 17:21:23.434600115,4,4,1,31,,,,,,249.0
1633,2019-09-27 17:21:23.514849900,4,3,1,11,,86.0,,,,
1634,2019-09-27 17:21:23.535550117,4,4,1,12,,,2361.0,,,
